MthCalDt,INDNO,_NAME_,COL1
1952-10-31,1000511,MthTotRet,-0.011535941
1952-11-28,1000511,MthTotRet,0.0761246058
1952-12-31,1000511,MthTotRet,0.0358683692
1953-01-30,1000511,MthTotRet,0.0067616011
1953-02-27,1000511,MthTotRet,-0.006502804
1953-03-31,1000511,MthTotRet,-0.016475228
1953-04-30,1000511,MthTotRet,-0.024339093
1953-05-29,1000511,MthTotRet,0.0094658327
1953-06-30,1000511,MthTotRet,-0.019464066
1953-07-31,1000511,MthTotRet,0.0231651231
1953-08-31,1000511,MthTotRet,-0.055386672
1953-09-30,1000511,MthTotRet,-0.006661727
1953-10-30,1000511,MthTotRet,0.0420347452
1953-11-30,1000511,MthTotRet,0.0269208455
1953-12-31,1000511,MthTotRet,-0.010891838
1954-01-29,1000511,MthTotRet,0.0603932861
1954-02-26,1000511,MthTotRet,0.0091827647
1954-03-31,1000511,MthTotRet,0.0244391031
1954-04-30,1000511,MthTotRet,0.0195878723
1954-05-28,1000511,MthTotRet,0.0444119844
1954-06-30,1000511,MthTotRet,0.0139659976
1954-07-30,1000511,MthTotRet,0.0599175363
1954-08-31,1000511,MthTotRet,-0.026369895
1954-09-30,1000511,MthTotRet,0.0458179279
1954-10-29,1000511,MthTotRet,-0.009136556
1954-11-30,1000511,MthTotRet,0.1070417589
1954-12-31,1000511,MthTotRet,0.0752048605
1955-01-31,1000511,MthTotRet,0.0088483274
1955-02-28,1000511,MthTotRet,0.0328852868
1955-03-31,1000511,MthTotRet,-0.003972845
1955-04-29,1000511,MthTotRet,0.0365129009
1955-05-31,1000511,MthTotRet,0.0120659688
1955-06-30,1000511,MthTotRet,0.0402306585
1955-07-29,1000511,MthTotRet,0.007444183
1955-08-31,1000511,MthTotRet,0.004281508
1955-09-30,1000511,MthTotRet,-0.019939595
1955-10-31,1000511,MthTotRet,-0.029508679
1955-11-30,1000511,MthTotRet,0.0696583068
1955-12-30,1000511,MthTotRet,0.0070202605
1956-01-31,1000511,MthTotRet,-0.029281599
1956-02-29,1000511,MthTotRet,0.0356484679
1956-03-29,1000511,MthTotRet,0.0577384112
1956-04-30,1000511,MthTotRet,-0.006671559
1956-05-31,1000511,MthTotRet,-0.045339455
1956-06-29,1000511,MthTotRet,0.0250998016
1956-07-31,1000511,MthTotRet,0.0396144377
1956-08-31,1000511,MthTotRet,-0.031742896
1956-09-28,1000511,MthTotRet,-0.043158913
1956-10-31,1000511,MthTotRet,0.0047058444
1956-11-30,1000511,MthTotRet,-0.002675962
1956-12-31,1000511,MthTotRet,0.0261427184
1957-01-31,1000511,MthTotRet,-0.007459187
1957-02-28,1000511,MthTotRet,-0.027027416
1957-03-29,1000511,MthTotRet,0.0255657584
1957-04-30,1000511,MthTotRet,0.0283930258
1957-05-31,1000511,MthTotRet,0.0239248415
1957-06-28,1000511,MthTotRet,-0.007923526
1957-07-31,1000511,MthTotRet,0.0023853383
1957-08-30,1000511,MthTotRet,-0.050731013
1957-09-30,1000511,MthTotRet,-0.049284231
1957-10-31,1000511,MthTotRet,-0.055623563
1957-11-29,1000511,MthTotRet,0.0238728327
1957-12-31,1000511,MthTotRet,-0.04797488
1958-01-31,1000511,MthTotRet,0.1000258946
1958-02-28,1000511,MthTotRet,-0.011404873
1958-03-31,1000511,MthTotRet,0.0390359953
1958-04-30,1000511,MthTotRet,0.0330344157
1958-05-29,1000511,MthTotRet,0.0345116411
1958-06-30,1000511,MthTotRet,0.0277408547
1958-07-31,1000511,MthTotRet,0.0567793138
1958-08-29,1000511,MthTotRet,0.0289901308
1958-09-30,1000511,MthTotRet,0.0537283329
1958-10-31,1000511,MthTotRet,0.0280647873
1958-11-28,1000511,MthTotRet,0.039040945
1958-12-31,1000511,MthTotRet,0.0398772414
1959-01-30,1000511,MthTotRet,0.0333775333
1959-02-27,1000511,MthTotRet,0.0248054635
1959-03-31,1000511,MthTotRet,0.0052537451
1959-04-30,1000511,MthTotRet,0.0284557616
1959-05-29,1000511,MthTotRet,0.0122924232
1959-06-30,1000511,MthTotRet,0.00693927
1959-07-31,1000511,MthTotRet,0.0279577467
1959-08-31,1000511,MthTotRet,-0.014613413
1959-09-30,1000511,MthTotRet,-0.040954106
1959-10-30,1000511,MthTotRet,0.0130113281
1959-11-30,1000511,MthTotRet,0.015519923
1959-12-31,1000511,MthTotRet,0.0175478106
1960-01-29,1000511,MthTotRet,-0.049087459
1960-02-29,1000511,MthTotRet,0.0074784251
1960-03-31,1000511,MthTotRet,-0.025699544
1960-04-29,1000511,MthTotRet,-0.016201999
1960-05-31,1000511,MthTotRet,0.0258420452
1960-06-30,1000511,MthTotRet,0.0201660792
1960-07-29,1000511,MthTotRet,-0.018695036
